Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Lebanon,LBN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,64.55000305,64.66999817,64.70999908,64.69000244,64.66000366,65.02999878,64.93000031,64.73999786,64.44000244,64.30999756,63.79000092,63.38999939,62.93999863,62.95000076,62.95999908,62.72000122,62.61999893,63.56999969,64.68000031,65.58999634,65.41000366,65.11000061,64.80999756,64.5,64.05000305,63.79000092,63.63999939,63.22000122,62.52999878,
Liberia,LBR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,21.61000061,19.63999939,17.65999985,15.77999973,13.51000023,12.38000011,13.27000046,14.06000042,14.73999977,16.04000092,17.85000038,18.46999931,17.15999985,17.67000008,17.81999969,18.22999954,18.51000023,18.82999992,18.96999931,19.18000031,19.80999947,20.43000031,21.12000084,21.32999992,21.06999969,21.18000031,21.45000076,21.61000061,21.25,
Libya,LBY,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,69.5,69.25,68.91000366,68.73999786,67.98999786,67.72000122,67.29000092,66.84999847,66.45999908,66.29000092,65.69999695,65.13999939,65.72000122,65.73999786,66.43000031,66.73000336,67.01000214,66.94999695,66.5,66.55999756,63.75999832,65.94999695,64.58000183,62.70999908,61.20000076,60.08000183,60.72999954,61.52999878,61.65999985,
St. Lucia,LCA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,66.55000305,66.63999939,66.69000244,62.52000046,65.73000336,63.79999924,67.33999634,66.81999969,67.98000336,65.69999695,65.72000122,65.98999786,66.63999939,67.62000275,67.87000275,68.69999695,68.90000153,69.58999634,69.52999878,69.83999634,70.70999908,71.08000183,71.16999817,71.72000122,71.98999786,72.73000336,73.16000366,73.41000366,71.37000275,
Latin America & Caribbean,LCN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,58.81659751,58.63564164,58.50014172,59.03160207,59.26508914,59.89762757,59.6888857,59.86472442,59.57194603,60.0972752,59.83858482,59.74095599,59.73804195,60.20018616,60.61075905,61.42734022,62.3074709,62.80260683,62.51784394,62.8751848,63.05299623,63.74207523,63.83362269,64.1200976,63.66728962,63.12720119,62.60591209,62.2956505,62.14705199,
Least developed countries: UN classification,LDC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,17.46851052,17.4630677,17.47326484,17.44645192,17.53679404,17.76757134,17.79578437,17.88783511,18.0943938,18.29511357,18.59675721,18.81242506,19.011665,19.36611828,19.71686854,20.18524234,20.62813479,21.02623994,21.20589079,21.80578392,22.32700028,22.90489251,23.26014012,23.67487594,23.98177448,24.23471664,24.59934927,24.80833973,25.12377742,
Low income,LIC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,14.47512803,14.3715616,14.34549079,14.26816159,14.28363919,14.51202781,14.42446544,14.46887815,14.51137728,14.50544464,14.70580761,14.83275762,14.81369867,15.01727357,15.16047523,15.46956363,15.74613378,16.30975211,16.52426202,17.01012973,17.50229923,18.00771219,18.15831098,18.46518783,18.65394995,18.93798099,19.2065536,19.51016629,19.7167243,
Liechtenstein,LIE,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,62.40000153,60.09999847,60.11999893,60.70000076,59.79999924,60.84000015,59.40000153,55.63999939,57.45999908,56.24000168,58.61999893,57.90000153,57.88999939,59.43999863,59.29000092,55.59000015,56.47000122,56,57.58000183,55.54999924,55.09000015,56.41999817,55.70999908,56.43000031,56.15000153,57.81999969,57.68000031,57.79999924,58.29000092,
Lower middle income,LMC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,25.65664959,25.71426723,25.70983567,25.82458834,25.85381162,26.07791067,26.31719406,25.95534464,25.94328949,25.9901694,26.36159111,26.42118855,26.49318522,26.96829348,27.43806995,28.00593448,28.41813049,28.70028392,29.0461097,29.67743813,30.80112901,32.05877586,32.68252359,33.20846316,34.06964754,34.74751804,35.37325504,35.97845127,36.5768923,
Low & middle income,LMY,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,34.195517,34.52239377,34.8086314,35.10992307,35.33713711,35.7024574,35.84608493,35.75367538,35.69111396,35.9983564,36.36780711,36.67271812,36.98784785,37.64029501,38.25861309,39.03827843,39.81861414,40.37831627,40.72451572,41.43734162,42.25927734,43.13383827,43.63508658,44.12102839,44.56981359,44.90518172,45.23504445,45.68719232,46.11619693,
Lesotho,LSO,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,33.06000137,33.59000015,33.95999908,34.36999893,34.70000076,35.34999847,35.45999908,35.84000015,36.27000046,37.29000092,38.38000107,39.04999924,39.86000061,40.56999969,41.56000137,42.93000031,43.99000168,45.54000092,45.70000076,46.34999847,47.59999847,48.54000092,49.38000107,50.40999985,51.13999939,52.02999878,52.31999969,52.58000183,52.93999863,
Late-demographic dividend,LTE,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,40.43937013,41.04778871,41.74410336,42.30905727,42.93303326,43.55329261,43.80532939,44.05443748,43.92823995,44.51041149,45.25018452,45.94110352,46.71740122,47.78713571,48.77259936,49.94731953,51.30588771,52.27424395,53.01809183,53.99731357,54.69384306,55.34833272,55.85069834,56.43043395,56.85360297,57.20432242,57.58004473,58.15445633,58.92955105,
Lithuania,LTU,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,80.86000061,80.69000244,80.40000153,80.12000275,80.01000214,80.02999878,80.30000305,80.44000244,79.54000092,80.33000183,79.83000183,79.23000336,79.06999969,81.16000366,82.83999634,83.01000214,85.43000031,88.31999969,88.01999664,89.12999725,89.41000366,88.94999695,88.23000336,87.90000153,87.73000336,87.66999817,87.98999786,88.33000183,88.33999634,
Luxembourg,LUX,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,91.12000275,91.12999725,91.16999817,91.19999695,91.19999695,91.19000244,91.27999878,91.38999939,91.55000305,91.76999664,91.77999878,91.90000153,91.98000336,91.81999969,91.98000336,92.15000153,92.66000366,93.29000092,91.27999878,91.83999634,91.44999695,91.12999725,91.16999817,91.26000214,90.23999786,89.95999908,90.15000153,91.41999817,91.26000214,
Latvia,LVA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,86.91000366,86.56999969,86.19999695,85.87000275,85.62999725,85.37999725,80.56999969,82.66999817,83.08999634,85.13999939,84.77999878,86.29000092,86.48999786,86.48999786,88.52999878,88.33999634,89.02999878,89.76000214,88.48000336,88.51000214,88.66000366,88.62999725,88.44999695,88.45999908,87.38999939,87.12000275,87.33999634,88.48000336,88.41999817,
"Macao SAR, China",MAC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,88.63999939,88.77999878,88.90000153,89.02999878,89.25,89.26999664,90.34999847,90.33000183,89.13999939,88.22000122,89.26999664,89.51000214,89.13999939,88.37000275,89.63999939,90.68000031,91.37999725,92.56999969,92.05999756,92.05000305,92.51999664,92.69000244,93.20999908,93.58000183,93.29000092,93.58999634,93.5,93.79000092,93.58999634,
St. Martin (French part),MAF,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,41.72000122,41.61999893,41.45000076,42.06000137,41.56999969,42.29000092,42.25,42.77000046,41.06999969,40.81000137,41.15000153,41.18000031,41.25,39.61000061,39.77000046,45.56000137,46.59999847,45.5,45.36000061,46.20999908,45.86000061,46.45999908,46.93999863,47,48.02000046,48.72000122,49.68000031,50.58000183,51.43999863,
Monaco,MCO,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,82.80999756,81.33000183,79.87999725,77.37000275,76.16999817,74.51000214,72.81999969,70.41000366,67.70999908,63.02000046,60.65000153,59.31999969,64.05999756,63.90999985,62.99000168,67.08000183,66.69000244,67.97000122,70.62999725,70.72000122,70.62999725,70.83999634,68.77999878,67.30999756,63.11999893,63,65.18000031,66.69000244,68.97000122,
Madagascar,MDG,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,13.39000034,13.39000034,13.53999996,13.5,13.72000027,13.76000023,13.85999966,14.18000031,14.47000027,15.10000038,15.60999966,15.05000019,15.19999981,14.27000046,13.48999977,12.85000038,12.01000023,11.55000019,10.10999966,9.340000153,10.14999962,11,10.81000042,10.76000023,10.59000015,10.77999973,11.03999996,11.81000042,12.17000008,
Maldives,MDV,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,60.66999817,60.75999832,60.84000015,61.02999878,61.29000092,61.68000031,62.20000076,62.75999832,63.27999878,63.63000107,63.16999817,63.70000076,64.95999908,65.62999725,64.40000153,66.09999847,67.44000244,68.84999847,69.31999969,70.30000305,71.31999969,71.72000122,72.41999817,73.06999969,74.77999878,76.30000305,76.52999878,76.76000214,76.94999695,
Middle East & North Africa,MEA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,61.19141682,60.78092698,60.8409254,61.0229685,61.53569223,61.94584029,62.19370287,62.26340981,62.26203106,62.02265533,62.33981377,62.15891817,61.88198531,61.7300098,62.84451065,64.22103469,63.97471324,65.45349673,66.02257353,67.28983132,67.60561545,68.33583958,68.4123203,68.62494232,69.16955236,70.65508597,70.34896677,70.36417808,70.50093523,
Mexico,MEX,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,55.49000168,55.63000107,55.25,57.22999954,58.47999954,59.66999817,58.77999878,61.15999985,61.72999954,63.88999939,63.45000076,62.84999847,62.81000137,63.24000168,64.41000366,65.26999664,65.56999969,66.40000153,65.69000244,66.59999847,66.34999847,67.02999878,67.08000183,67.81999969,67.91999817,68.33999634,68.55000305,68.36000061,68.05000305,
Marshall Islands,MHL,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,35.49678301,35.86332678,36.18793769,36.53090295,36.79463855,37.1827652,37.35764295,37.27483078,37.22012979,37.5635173,37.96546141,38.30543333,38.66565148,39.37032709,40.0493068,40.88632416,41.72683835,42.31735385,42.71611172,43.4782225,44.35816868,45.29739516,45.87168785,46.41161142,46.92900847,47.3209224,47.70635858,48.22342114,48.72411723,
North Macedonia,MKD,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,82.12000275,81.63999939,80.77999878,80.16000366,79.66000366,78.88999939,78.12000275,77.44000244,74.45999908,74.33000183,70.05999756,70.66999817,72.73999786,75.40000153,71.83000183,70.75,72.29000092,71.83000183,71.91999817,71.5,71.79000092,73.16000366,71.90000153,73.33000183,73.87000275,75.87000275,76.27999878,76.37000275,78.91999817,
Mali,MLI,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,10.81999969,10.78999996,10.81999969,10.81000042,11.03999996,11.18999958,11.53999996,11.84000015,12.09000015,12.68999958,13.67000008,14.02000046,14.68999958,14.94999981,15.46000004,16.45999908,16.31999969,16.23999977,17.12000084,17.20000076,17.02000046,16.97999954,16.95000076,17.5,17.73999977,18.96999931,19.54000092,18.95999908,19.62000084,
Malta,MLT,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,87.59999847,87.62000275,87.66000366,87.69999695,87.76999664,87.79000092,87.83000183,87.84999847,87.84999847,87.79000092,87.80000305,85.34999847,86.01999664,85.70999908,86.02999878,86,85.61000061,86.11000061,86.04000092,85.5,86.40000153,86.55000305,86.16999817,86.43000031,86.09999847,85.87999725,85.06999969,85.63999939,84.30000305,
Myanmar,MMR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,16.82999992,16.98999977,17.12000084,17.35000038,17.60000038,17.88999939,18.18000031,18.47999954,19.09000015,19.93000031,20.85000038,21.82999992,22.95000076,24.11000061,25.34000015,26.61000061,27.88999939,29.04999924,30.23999977,31.32999992,31.96999931,32.75999832,33.65999985,34.47999954,35.31000137,36.02000046,36.75999832,34.40999985,35.08000183,
Middle East & North Africa (excluding high income),MNA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,55.68511323,55.73343226,55.73876012,55.91410121,56.00621,56.5364616,56.82924684,56.88123783,56.90460121,56.48146925,56.74834286,56.46369438,56.04526962,55.73928366,56.78606245,58.10368004,57.40414447,58.73254182,59.14507827,60.28646966,60.14772185,60.76179464,60.68986375,60.7001469,61.23880184,63.05448878,62.56502801,62.54352845,62.58843707,
Montenegro,MNE,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,82.25,81.55000305,80.59999847,80.45999908,80.77999878,81.48000336,81.81999969,82.01999664,81.11000061,81.15000153,80.98999786,80.81999969,80.59999847,80.54000092,80.48000336,79.75,78.94000244,79.80999756,82.91999817,83.20999908,83.98999786,82.25,83.98999786,81.15000153,79.12000275,78.52999878,78.02999878,78.13999939,79.41000366,
Mongolia,MNG,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,43.97000122,43.09000015,42.43999863,42.15000153,42.31999969,42.16999817,42.25999832,42.31000137,42.31999969,42.00999832,41.74000168,41.65999985,41.88000107,42.5,42.79999924,43.20000076,43.61999893,43.77000046,43.02999878,42.70000076,44.22000122,47.70000076,49.29000092,49.72999954,49.27999878,51.70000076,49.90000153,51.11999893,51.47000122,
Northern Mariana Islands,MNP,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,6.5,6.480000019,6.380000114,6.559999943,6.5,6.809999943,7.099999905,7.659999847,8.079999924,8.18999958,8.710000038,8.590000153,8.800000191,9.31000042,9.420000076,10.02000046,10.25,10.39999962,10.78999996,11.22999954,11.76000023,12.30000019,12.77999973,13.47000027,14,14.68000031,15.5,15.76000023,15.72000027,
Mauritania,MRT,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,36.41999817,36.08000183,36.27999878,35.66999817,35.68999863,35.63000107,35.40999985,35.41999817,35.75999832,34.20999908,34.18999863,33.97999954,34.09000015,34.86000061,36.79999924,40.63000107,40.66999817,41.75999832,41.08000183,42.72000122,43.27999878,43.22000122,43.40000153,42.63000107,42.25,42.77000046,42.68999863,42.93999863,43.83000183,
Mauritius,MUS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,81.59999847,81.52999878,81.41000366,81.29000092,81.12000275,80.97000122,80.86000061,80.73000336,80.37999725,80.30000305,79.97000122,79.54000092,77.06999969,80.27999878,80.69999695,80.83000183,79.80999756,80.29000092,80.16000366,79.76999664,80.62000275,79.56999969,79.20999908,79.30999756,79.09999847,79.41999817,79.40000153,80.25,80.5,
Malawi,MWI,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,40.38000107,40.38999939,40.15000153,39.66999817,39.93000031,40.16999817,40.20000076,40.36000061,40.25,39.95999908,38.95000076,38.45000076,38.56000137,38.22000122,37.93999863,38.04999924,38.58000183,38.43000031,38.61000061,38.81000137,39,38.72999954,38.72000122,38.72999954,38.59000015,38.36000061,38.20999908,38.06000137,37.90999985,
Malaysia,MYS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,69.94999695,70.44000244,71.05999756,71.75,72.63999939,72.29000092,74.45999908,73.34999847,74.70999908,74.25,75.41999817,76.70999908,76.23000336,74.59999847,75.48999786,74.27999878,74.25,74.58999634,74.81999969,74.83000183,76.77999878,75.04000092,74.37000275,75.41999817,73.90000153,74.37000275,73.98000336,72.41999817,72.61000061,
North America,NAC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,90.41045537,90.67059083,90.51332466,90.55276705,90.75690712,90.81944934,90.88776954,91.17184434,91.43931536,91.60179204,91.75146703,91.84485813,91.620579,91.61477287,91.68919339,91.78764886,91.91507048,92.07298542,91.93833629,91.99914592,92.22848512,92.30383504,92.43536959,92.58276146,92.5924266,92.6493369,92.77836599,92.74025605,92.91339993,
Namibia,NAM,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,66.55000305,66.54000092,65.98000336,65.84999847,65.51000214,65.23000336,65.19999695,64.80000305,64.16999817,63.88999939,63.50999832,63.36000061,62.97000122,63.56999969,63.43999863,63.97999954,64.36000061,64.12999725,63.77999878,63.83000183,63.61999893,63.43999863,63.88000107,66.15000153,68.51000214,70.37000275,66.55999756,62.45000076,61.63000107,
New Caledonia,NCL,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,84.58999634,84.48999786,84.34999847,84.18000031,84.01999664,83.79000092,83.69999695,83.44999695,83.26999664,83.11000061,82.93000031,82.80999756,82.75,82.70999908,82.68000031,82.72000122,82.76999664,82.69000244,82.63999939,82.63999939,82.62000275,82.58999634,82.55999756,82.51999664,82.72000122,82.94999695,83.19000244,83.44000244,83.72000122,
Niger,NER,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,11.17000008,11.01000023,10.80000019,10.80000019,10.60999966,10.46000004,10.34000015,10.26000023,9.920000076,9.729999542,9.670000076,9.510000229,9.420000076,9.270000458,9.119999886,9.140000343,9.350000381,9.579999924,9.56000042,9.75,9.68999958,11.64000034,8.100000381,5.340000153,5.190000057,5.019999981,5.039999962,4.900000095,4.940000057,
Nigeria,NGA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,10.59000015,10.76000023,10.48999977,10.35999966,10.77999973,10.97999954,10.89000034,10.31999969,10.47999954,11.34000015,10.93999958,10.94999981,12.05000019,13.23999977,13.93999958,14.22000027,14.69999981,15.55000019,15.68000031,17.36000061,18.85000038,18.44000053,18.06999969,18.37000084,17.71999931,17.40999985,18.52000046,19.54999924,20.12999916,
Nicaragua,NIC,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,55.56999969,55.18999863,54.72999954,54.20999908,53.81999969,53.50999832,53.02000046,52.45000076,52.11000061,51.54000092,50.31000137,48.75999832,47.16999817,49,49.93000031,50.77000046,50.72000122,50.63000107,50.63000107,51.15999985,51.90000153,52.72000122,53.45000076,54.25999832,55.18999863,56.11000061,57.02000046,57.24000168,57.29999924,
Netherlands,NLD,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,88.55000305,88.62000275,88.23999786,87.61000061,87.30000305,87.73999786,87.62999725,88.34999847,88.51000214,88.79000092,88.44999695,88.33000183,88.58999634,87.90000153,86.33000183,86.09999847,85.91000366,85.65000153,85.16999817,84.91000366,84.84999847,84.63999939,83.94999695,83.38999939,83.16000366,83.19000244,83.26999664,83.30999756,83.37999725,
Norway,NOR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,89.19999695,89.38999939,89.91999817,90.33999634,90.48000336,91.16000366,91.55000305,91.48000336,92.27999878,92.48999786,92.68000031,92.73000336,92.59999847,92.5,92.58000183,91.54000092,92,92.22000122,91.91999817,92.27999878,92.98999786,93.05999756,93.01999664,92.79000092,92.98000336,93.05000305,93.48000336,93.55000305,93.54000092,
Nepal,NPL,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,14.56000042,14.60000038,14.64000034,14.81000042,14.86999989,15.01000023,15.15999985,15.26000023,15.43000031,15.73999977,16.04999924,16.03000069,16.21999931,16.47999954,16.69000053,16.89999962,17.10000038,17.5,17.87000084,18.29999924,18.67000008,19.15999985,19.62999916,20.27000046,20.70999908,20.85000038,21.47999954,22.04000092,22.67000008,
Nauru,NRU,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,79.70999908,78.94000244,78.98999786,79.09999847,79.15000153,79.09999847,79.98999786,79.68000031,78.97000122,79.33999634,80.25,80.72000122,80.69999695,80.77999878,81.44999695,82.31999969,82.77999878,82.73000336,83.54000092,83.76000214,83.23999786,83.37000275,84.58999634,84.72000122,85.15000153,82,81.25,81.59999847,81.44000244,
OECD members,OED,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,79.24084703,79.34472272,79.39874512,79.52557347,79.8358003,80.05903278,80.0808914,80.46045677,80.75680348,81.22605734,81.19985767,81.34728829,81.31101371,81.42800423,81.70211142,82.02228411,82.32766808,82.55545109,82.26079401,82.33699406,82.39819883,82.49667057,82.67500412,82.92257282,83.11918216,83.27767433,83.40904035,83.50509264,83.69075431,
Oman,OMN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,86.51999664,86.61000061,86.65000153,86.68000031,86.73999786,86.77999878,87.23000336,87.55000305,87.88999939,88.26000214,89.63999939,90.73000336,91.63999939,92.51000214,93.30999756,94.05000305,94.69000244,95.31999969,95.80000305,96.22000122,96.25,96.33999634,96.34999847,96.34999847,96.33999634,96.33999634,96.33999634,96.34999847,96.33999634,
Other small states,OSS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,60.93139618,60.67009328,60.36421364,60.39975045,60.77081684,61.20466526,61.25274013,61.05549675,60.62430688,60.80218415,61.12133002,61.12146834,61.04857111,61.49398203,62.16705017,63.14709183,64.23470482,65.52389186,66.02053245,66.81189492,67.32216677,67.70787152,67.86411344,68.20366579,68.44544369,68.75627714,68.58576662,68.44083722,68.40200227,
Pakistan,PAK,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,33.74000168,33.90999985,33.88000107,34.02000046,34.13000107,34.13000107,36.43000031,35.25,35.25,35.58000183,35.58000183,39.84999847,39.84999847,37.88999939,37.88999939,38.66999817,38.49000168,37.15999985,36.99000168,36.59999847,37,38.34999847,39.77000046,39.77000046,39.40999985,38.65000153,40.77999878,42.95999908,43.68000031,
Panama,PAN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,62.63000107,65.05999756,66.91999817,68.70999908,67.45999908,67.19999695,66.16999817,66.88999939,66.79000092,66.69999695,66.51000214,65.31999969,64.91000366,65.90000153,64.98999786,66.22000122,69.09999847,69.41999817,64.68000031,65.90000153,68,68.01999664,67.72000122,67.33000183,66.26999664,64.19999695,64.91999817,62.61000061,60.81999969,
Peru,PER,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,40.27000046,40.13000107,40.24000168,40.74000168,41.02999878,41.04000092,41.31999969,41.04999924,40.88999939,40.77999878,40.47000122,40.75999832,38.40999985,39.59000015,39.84999847,41.68999863,43.06000137,43.49000168,43.65000153,43.25999832,43.41999817,44.63999939,45.43000031,45.09000015,45.93999863,45.40999985,44.99000168,44.83000183,44.54000092,
Philippines,PHL,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,49.34999847,49.13999939,49.04000092,49.18000031,49.40999985,49.86000061,50.40999985,49.90000153,49.61000061,50.72000122,49.04999924,48.74000168,49.65999985,51.70000076,50.09999847,50.70999908,51.72000122,52.04000092,52.97000122,54.15999985,54.91999817,56.84000015,58.02999878,57.54000092,58.97999954,61.36999893,62.20000076,63.49000168,63.84999847,
Palau,PLW,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,12.31000042,13.03999996,13.98999977,14.46000004,14.18000031,14.85999966,14.35000038,13.75,13.84000015,13.30000019,13.03999996,12.80000019,12.97999954,13.26000023,14.14000034,14.93999958,16.19000053,16.04000092,17.12999916,18.97999954,18.85000038,19.36000061,19.73999977,21.90999985,23.5,24.15999985,24.70999908,24.30999947,25.20000076,
Poland,POL,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,69.98000336,69.76999664,68.83999634,69.06999969,70.36000061,70.45999908,71.26999664,72.55000305,73.19000244,72.62000275,72.05000305,71.77999878,73.02999878,73.5,74.25,75.56999969,76.54000092,77.08000183,77.26000214,77.01999664,77.13999939,77.61000061,78.16999817,78.65000153,78.76999664,79.27999878,79.58999634,79.73000336,79.98999786,
Pre-demographic dividend,PRE,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,16.09008297,16.07143747,15.91707568,15.87196929,15.94928098,16.22186938,16.20533367,16.16910999,16.35415629,16.68398527,16.75068143,16.78286564,16.98487341,17.43113233,17.69599496,17.91971508,18.36033651,18.9092456,19.0276511,19.87981126,20.77735556,21.3211859,21.6503897,22.0829053,22.21166481,22.52384924,22.99959437,23.4696201,23.81322396,
Puerto Rico,PRI,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,84.58000183,85.01000214,85.16000366,84.91000366,84.91999817,85.33000183,85.34999847,86,85.37999725,85.54000092,86.06999969,85.12999725,85.59999847,85.48000336,85.44000244,84.83999634,84.61000061,85.27999878,85.26999664,85.30999756,84.73000336,84.38999939,84.01999664,83.66999817,83.31999969,83.95999908,84.55999756,83.34999847,82.69000244,
"Korea, Dem. People's Rep.",PRK,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,14.67000008,14.43000031,14.21000004,14.03999996,13.77999973,13.55000019,13.15999985,12.93999958,13.02000046,12.93000031,13.03999996,13.06000042,13.09000015,13.14999962,13.31000042,13.23999977,13.10999966,13.18999958,13.09000015,13,12.97999954,12.98999977,13,13.02999973,12.93999958,13.11999989,12.93999958,12.65999985,12.82999992,
Portugal,PRT,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,74.41999817,74.40000153,74.15000153,72.66999817,72.25,71.58999634,71.61000061,71.61000061,72.98000336,73.91999817,72.09999847,72.45999908,72.68000031,73.86000061,74.18000031,75.30000305,75.19999695,75.66999817,75.97000122,76.87999725,78.45999908,77.91000366,78.05999756,80.25,81.58000183,82.23999786,83.01999664,83.34999847,83.13999939,
